TotalHits,%Image,%HTML,%BinaryDoc,%BinaryExe,%ASCII,%Zip,%Multimedia,%OtherFile,BandWidth,SessionTime,avgHtmlReqTime,TotalNightTimeReq,TotalRepeatedReq,%Errors,%Get,%Post,%OtherMethod,IsRobot.txtVisited,%Head,%UnassignedReferrer
1,0,0,0,0,0,0,0,0,16906,0,0,0,0,0,100,0,0,0,0,100
8,0,0,0,0,0,0,0,0,98504,1727,0,0,0,0,100,0,0,1,0,100
11,0,0,0,0,0,0,0,0,134419,1791,0,0,0,0,100,0,0,0,0,100
5,0,0,0,0,0,0,0,0,83187,1366,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,82646,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,82646,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33817,49,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33823,1732,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16847,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16934,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16933,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16887,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33775,89,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16889,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33805,1749,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16909,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50690,896,0,3,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33780,28,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33796,732,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16840,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16917,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16871,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16922,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50737,503,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16912,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16920,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33823,492,0,2,0,0,100,0,0,0,0,100
4,0,0,0,0,0,0,0,0,67591,1122,0,4,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16890,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50713,1692,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50610,1541,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16925,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33799,1557,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33812,1700,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16916,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16910,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33816,1516,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33801,838,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16850,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33793,503,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16902,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16905,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,0,0,0,100,0,0,0,0,100
4,0,0,0,0,0,0,0,0,67510,1676,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33761,1737,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16851,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33794,1202,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16885,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16916,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16888,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16935,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16902,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16909,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16887,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50665,1051,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16887,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16876,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16889,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16916,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33790,1120,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33795,348,0,0,0,0,100,0,0,0,0,100
4,0,0,0,0,0,0,0,0,67403,1687,0,4,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33804,820,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33811,416,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33781,170,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16890,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16896,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50637,1525,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16915,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16877,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33780,1609,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33797,1082,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16931,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16892,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16905,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33729,1387,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33806,440,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16914,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33786,550,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,34681,904,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16912,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16900,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33796,176,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16909,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16691,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33842,925,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16872,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33816,588,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16930,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16896,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16905,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16872,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33832,906,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16922,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16904,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16888,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16884,0,0,1,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50700,646,0,3,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16892,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16876,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16902,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16909,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16889,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,33537,0,0,0,0,0,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,16908,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16940,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16879,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16888,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33800,1124,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16693,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33558,1765,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16694,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33780,153,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16904,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16927,0,0,1,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50662,1785,0,3,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16904,0,0,1,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50694,1669,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50505,1743,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16879,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50660,1444,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16901,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16910,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16882,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16910,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33781,1443,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33852,238,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33824,1564,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33822,804,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,15744,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33771,1724,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16890,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33818,794,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16914,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33831,422,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16872,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16905,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16890,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16910,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16935,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16905,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33854,1528,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33758,1519,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,16918,624,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33785,1152,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16878,0,0,1,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50486,457,0,3,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16886,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16893,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33775,267,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16887,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33822,349,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33773,761,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33814,1003,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16890,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,82558,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16873,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33803,1194,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16894,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16887,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50717,1533,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33780,1142,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16889,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33761,283,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16909,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33759,827,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16688,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16866,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16690,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16689,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33795,1603,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33768,1340,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16689,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33795,1484,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33818,702,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50714,1473,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16897,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33766,279,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16895,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16934,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33846,1486,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50672,855,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16919,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33819,1356,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50707,1788,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33825,127,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16888,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16874,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16883,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33859,370,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16889,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33802,80,0,2,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50721,424,0,3,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16901,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33803,1560,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33768,1501,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16893,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50644,1243,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33842,1445,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16924,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16872,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33841,1396,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16928,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16902,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16901,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33776,1204,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16913,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16906,0,0,1,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33742,29,0,2,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33838,496,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16904,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16882,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16823,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16908,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33817,420,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16891,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16683,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
5,0,0,0,0,0,0,0,0,84489,1783,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16911,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,969,0,0,0,0,0,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,16918,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16894,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16938,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16867,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16914,0,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50696,1431,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33807,928,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33817,406,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16917,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16888,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16914,0,0,1,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50711,805,0,3,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50723,1688,0,3,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33599,33,0,2,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16903,0,0,1,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16907,0,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33773,277,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33772,792,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33821,1034,0,0,0,0,100,0,0,0,0,100
3,0,0,0,0,0,0,0,0,50697,654,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33807,393,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16692,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,16895,0,0,0,0,0,100,0,0,0,0,100
5,0,0,0,0,0,0,0,0,84477,1738,0,0,0,0,100,0,0,0,0,100
2,0,0,0,0,0,0,0,0,33823,304,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,82646,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
1,0,0,0,0,0,0,0,0,330,0,0,0,0,0,100,0,0,0,0,0
2,0,0,0,0,0,0,0,0,122,1453,0,2,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1479,0,2,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1468,0,2,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1450,0,2,2,0,100,0,0,1,0,100
3,0,0,0,0,0,0,0,0,28102,1470,0,3,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1498,0,1,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1481,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1445,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,28285,455,0,0,0,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1446,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1441,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1461,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1441,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1385,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1405,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1432,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1438,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1440,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1434,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1426,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1488,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1498,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1515,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1420,0,0,2,0,100,0,0,1,0,100
3,0,0,0,0,0,0,0,0,28064,1476,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1484,0,0,2,0,100,0,0,1,0,100
2,0,0,0,0,0,0,0,0,122,1464,0,2,2,0,100,0,0,1,0,100
